Code,Name,Type,Alcohol,Px,Bulk Px,URL
RH56981,"The Society's Côtes-du-Rhône 2019",Red Wine,14%,£8.50 a Bottle,£102 a Case of 12,/shop/ProductDetail.aspx?pd=RH56981
